ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device_Android,device_iPhone
10721,1,60,50.0,174.8998996,906,303,0,4678.720235,723.7115722,28,26,False,True
10722,1,6,6.0,42.01444969,2203,172,0,5358.968356,412.9164591,2,2,False,True
10723,1,7,6.0,124.5485282,2779,17,0,2801.301528,372.5655362,30,27,False,True
10724,1,42,35.0,235.1627277,3105,30,33,1994.025701,1244.235338,7,4,True,False
10726,0,41,34.0,306.1237964,1348,54,37,834.3156698,612.5659059,4,4,True,False
10727,1,17,15.0,131.3525267,1489,46,0,3241.244523,482.3711724,24,19,True,False
10728,1,25,21.0,25.41113043,2918,189,0,2398.419007,1510.548767,16,10,True,False
10729,1,214,147.75,392.2221775,1554,664,0,1620.522761,929.0326747,20,16,False,True
10730,1,97,78.0,239.9365531,810,15,9,3495.888912,2198.340583,9,5,False,True
10731,0,165,134.0,200.6627553,2133,0,0,2741.768651,542.7556429,17,14,False,True
10732,1,46,37.0,165.4328749,1052,40,0,4405.955942,1613.789051,21,14,True,False
10733,1,14,12.0,43.60484132,3357,51,125,4505.341057,3625.174567,7,1,False,True
10734,1,165,133.0,201.3146877,460,621,0,4633.793157,670.6321173,10,6,True,False
10735,1,58,47.0,108.2119793,3346,88,0,4610.837463,3253.211238,7,4,False,True
10736,1,49,49.0,70.51120782,1801,72,0,5101.324301,2636.452618,15,13,True,False
10737,1,43,34.0,78.34282772,3320,117,9,2167.437454,777.7480523,24,21,True,False
10738,0,2,2.0,246.5136311,2774,2,60,2276.449818,1493.882212,1,1,True,False
10739,0,24,20.0,151.149087,1669,9,0,2886.271933,2289.84449,21,18,True,False
10740,0,8,7.0,256.8354942,2547,82,1,9409.944027,3128.353191,9,9,False,True
10741,1,42,37.0,75.34281471,1134,114,24,3502.668757,2542.396447,18,10,False,True
10742,1,17,16.0,26.30502088,3414,280,21,8024.270529,4257.900603,7,4,True,False
10743,1,217,147.75,598.7355139,2263,535,189,2331.682912,491.3235337,27,25,False,True
10744,1,107,86.0,129.7225056,873,28,198,4194.940876,2541.005225,8,6,False,True
10745,1,101,81.0,139.2904053,1867,268,46,2995.497814,598.7863323,20,17,True,False
10746,1,31,25.0,38.84097264,745,235,0,3619.266677,2299.593913,26,24,True,False
10747,1,12,12.0,27.70219595,1673,0,0,9787.996723,5090.747825,29,25,True,False
10748,1,168,135.0,271.6471421,3124,202,6,3653.77038,1111.541867,29,27,False,True
10749,1,16,15.0,20.46163688,791,213,88,5119.611621,2775.191177,16,16,False,True
10750,1,16,13.0,134.7960209,2506,61,109,1081.881659,782.9412151,29,22,True,False
10752,0,20,16.0,72.25044487,999,64,93,6763.723559,5137.971301,2,0,False,True
10753,1,150,120.0,291.8211611,478,146,0,3255.8031,2231.796914,20,16,False,True
10754,1,16,13.0,94.13015764,2960,0,0,4704.201324,2148.833432,23,16,True,False
10755,1,54,48.0,71.53279254,2076,159,1,2270.703576,517.2965517,15,15,False,True
10756,1,360,147.75,626.9106193,1341,0,20,4951.49547,2262.13706,29,20,False,True
10757,0,38,30.0,205.6436764,835,803,65,2857.898599,2299.703463,4,3,True,False
10758,1,10,9.0,23.3965183,1891,159,37,1688.096408,744.6349823,22,21,False,True
10759,1,45,36.0,141.0260957,2596,121,5,3363.041078,1978.543558,20,12,False,True
10760,1,26,21.0,107.0112671,2644,53,0,8879.768828,1668.19098,9,9,True,False
10761,1,68,55.0,80.09847086,1036,131,16,2446.526003,1732.173122,17,11,True,False
10763,1,64,53.0,250.3735634,2630,51,120,8423.776872,4640.385961,21,20,False,True
10764,1,77,62.0,260.5627696,3296,228,24,4703.104601,687.5419504,18,10,False,True
10765,1,97,79.0,163.8511085,1689,177,0,6223.499155,1746.272376,2,2,True,False
10766,1,111,89.0,129.590942,679,31,51,3566.15633,1904.708746,22,22,True,False
10767,1,37,37.0,241.7205656,2635,111,0,2119.593743,1355.62755,5,4,False,True
10768,1,3,3.0,197.8590536,3248,421,51,8663.074774,3907.959368,27,19,True,False
10769,1,88,73.0,301.1658781,523,244,0,5157.502202,2002.808047,29,25,True,False
10770,1,32,30.0,146.1510626,1828,76,10,4956.921226,3120.56314,20,14,False,True
10771,1,5,4.0,79.50160298,1025,0,21,3422.224396,1884.652332,30,24,False,True
10772,1,32,27.0,66.82522264,1217,420,126,2302.119919,1346.022857,15,15,True,False
10773,1,90,72.0,243.1246858,290,8,0,2806.867157,1230.194617,18,15,False,True
10774,1,27,23.0,96.81232122,487,30,66,2465.495573,1242.058036,10,10,True,False
10775,1,62,53.0,131.9598494,3090,0,14,4994.044295,3772.661033,17,13,True,False
10776,1,22,17.0,157.9136375,350,185,5,2226.104324,1808.400324,18,17,True,False
10777,1,147,119.0,210.6601935,2066,72,64,1348.25627,1052.511435,9,7,False,True
10778,1,32,32.0,98.13519865,1012,45,5,5410.397761,2061.298288,13,13,True,False
10779,1,246,147.75,311.5606978,2844,164,0,912.713124,722.3830933,2,2,False,True
10780,1,24,20.0,71.91991955,2116,34,0,2900.950107,1394.858081,0,0,False,True
10781,0,334,147.75,562.0904605,2839,375,47,2005.001199,1227.10759,1,1,False,True
10782,0,42,34.0,320.2999606,411,91,94,4401.772867,2422.378672,5,5,False,True
10783,1,49,43.0,82.04096198,1895,27,0,2613.382466,994.3698049,21,13,False,True
10784,1,33,28.0,126.279298,3310,147,0,7056.987513,5338.040462,11,11,True,False
10785,0,65,52.0,90.11203568,2002,176,0,3064.943134,281.1685866,0,0,False,True
10786,1,45,37.0,119.1727584,2369,302,6,2909.845393,1981.384155,29,21,False,True
10787,1,43,35.0,56.92504582,1507,195,0,2640.087071,1475.982632,16,16,False,True
10788,1,31,27.0,213.2280198,849,28,0,2831.95398,1374.838281,23,17,True,False
10789,1,149,119.0,203.2669042,1953,230,0,2539.177474,933.9323754,30,28,False,True
10790,1,161,130.0,212.070835,3109,100,54,4417.073489,2066.56051,18,14,False,True
10791,1,86,69.0,122.0787141,1035,156,23,3772.236148,1522.457081,11,9,False,True
10792,1,25,21.0,154.67446,919,40,0,2278.614875,509.2028156,29,22,False,True
10794,0,128,103.0,151.9137788,1547,452,11,4618.433553,3603.845501,1,0,False,True
10795,0,49,49.0,336.9147629,527,8,0,5242.038956,4123.997227,9,4,False,True
10796,1,41,34.0,118.2548389,2084,850,0,4730.107865,3183.185454,30,24,True,False
10797,1,24,20.0,108.0036458,1552,16,42,4764.444905,2122.39541,26,18,False,True
10798,1,45,36.0,126.4439992,1537,112,20,1211.608633,469.9878928,29,21,False,True
10799,0,161,134.0,237.4636322,2742,75,35,2055.002355,970.0671562,2,2,True,False
10800,1,10,10.0,254.2740504,3172,53,129,5975.455457,794.2555018,21,19,False,True
10801,1,56,46.0,359.2182701,1790,111,9,3548.273208,2306.519138,15,11,False,True
10802,1,94,75.0,204.6514663,40,44,19,1978.323078,692.5945131,25,24,False,True
10803,1,131,106.0,147.9605324,1257,162,142,6353.105102,1684.746925,26,23,True,False
10804,1,20,16.0,114.1012398,86,79,0,8367.201701,4917.962274,7,7,False,True
10805,0,174,142.0,183.5534907,1918,0,0,2005.945987,1210.221401,0,0,False,True
10806,0,19,19.0,42.75718511,534,7,52,4244.66667,3024.513976,4,1,False,True
10807,1,91,75.0,269.3435886,844,10,43,1356.242009,265.0078031,21,19,False,True
10808,0,156,126.0,177.1387583,1584,0,50,2565.921537,1746.738537,3,0,False,True
10809,1,10,10.0,159.0622692,289,0,0,12340.39339,5498.112662,30,20,True,False
10810,1,87,69.0,306.4597935,994,1,54,3114.832133,1822.309899,23,14,False,True
10811,1,117,100.0,290.6317194,666,33,11,2641.16305,1951.875815,17,12,True,False
10812,1,7,7.0,54.61134028,3040,62,38,4292.262665,975.2866342,20,17,False,True
10813,1,46,41.0,110.1714508,910,63,46,7209.885887,2949.43047,14,14,False,True
10814,1,173,139.0,293.8126887,2524,0,36,4964.526488,1271.051751,23,20,False,True
10815,0,14,14.0,100.2856778,1092,99,0,2560.858455,1608.558992,22,16,False,True
10816,1,280,147.75,409.2559357,829,72,23,13435.39138,4034.247719,26,21,False,True
10817,1,1,1.0,147.218181,2431,0,0,4297.7537,2745.54764,14,14,True,False
10818,0,103,83.0,408.7289092,3440,402,0,3215.655028,2153.541743,12,12,False,True
10820,0,109,90.0,271.4987078,794,15,0,9443.766692,6345.70083,2,2,False,True
10821,0,142,123.0,224.9699685,1566,77,8,4391.79114,2700.440312,21,16,False,True
10822,0,65,56.0,162.6001901,1490,102,0,2123.232053,947.5494734,3,3,False,True
10823,0,3,3.0,5.337894926,2306,350,0,8052.855354,2154.438246,30,27,False,True
10824,1,91,73.0,128.6943759,21,0,12,3687.718304,776.5397973,21,15,False,True
10826,1,92,74.0,247.0366327,124,0,16,2554.341501,586.1332284,3,3,False,True
10827,1,2,2.0,16.66600521,3073,0,34,2696.049798,2141.977444,5,5,False,True
10828,1,207,147.75,308.1295959,2035,120,23,4243.557144,951.6699082,23,15,False,True
10829,1,100,100.0,208.9937,2263,40,49,5458.785719,4130.551901,6,5,False,True
10830,0,314,147.75,430.2958156,1101,47,0,6454.768669,3174.701022,6,2,False,True
10831,1,118,95.0,163.7940601,1372,18,28,2049.573229,1389.811327,13,7,True,False
10832,1,292,147.75,311.7971386,1432,151,126,8936.083738,3375.151509,18,16,False,True
10833,1,202,147.75,256.8672735,2022,85,137,2947.870484,1617.439212,17,13,True,False
10835,1,44,36.0,170.8426916,469,62,183,1369.105596,1057.803102,29,22,True,False
10836,0,45,37.0,166.3976574,1345,221,0,4874.891819,3462.444059,4,4,True,False
10837,1,10,8.0,107.2603798,3011,0,0,5904.954473,3939.567794,25,22,False,True
10838,0,198,147.75,283.9648559,252,302,16,1056.979213,703.5496271,1,1,True,False
10839,1,42,38.0,209.4697207,334,98,0,3051.549002,1874.099875,31,25,True,False
10840,0,62,52.0,134.927213,2287,23,0,2427.755344,1106.104056,4,1,False,True
10841,1,27,23.0,135.0825113,2527,353,0,10856.4762,1701.804531,1,1,False,True
10842,1,128,103.0,281.6598442,2779,215,0,6104.709852,965.5963606,2,2,False,True
10843,0,120,120.0,138.0420283,416,201,56,5006.730932,2273.461187,8,8,True,False
10844,1,18,15.0,145.9694344,635,2,2,579.0397539,279.9568802,20,20,False,True
10845,1,120,96.0,269.529976,423,0,0,5616.917822,1753.285317,5,4,True,False
10846,1,21,16.0,163.5521403,1879,122,222,2529.490991,1435.44453,10,10,False,True
10847,1,118,97.0,144.8232,2791,0,0,1446.407814,708.3881244,11,11,False,True
10848,1,73,58.0,169.7984609,2844,9,3,3441.534619,2555.289275,31,22,True,False
10849,1,74,61.0,284.0259544,1445,56,0,9282.782073,3082.993064,19,14,False,True
10850,0,143,119.0,433.1324668,1052,66,0,10067.0214,6059.7667,8,3,True,False
10851,1,1,1.0,149.6224147,1306,121,0,1185.487859,320.3912423,18,12,True,False
10852,1,7,6.0,133.4332776,3131,0,0,3296.141192,2056.277434,11,6,False,True
10853,1,12,12.0,290.4699656,2350,29,0,5266.219163,3657.933942,14,14,False,True
10854,1,39,33.0,94.7310105,3229,250,79,7814.669999,2020.718912,26,18,False,True
10855,0,23,22.0,269.7846933,3348,50,102,4413.744769,1690.112624,7,7,True,False
10856,1,66,66.0,195.3633928,3129,0,17,1808.199986,1038.100439,10,10,True,False
10857,0,15,12.0,77.46928372,1004,149,0,5096.770298,3170.960904,4,4,False,True
10858,1,82,66.0,90.14441606,1386,47,0,7213.799198,2270.702777,30,20,False,True
10859,1,24,24.0,27.59850353,2683,217,0,3677.279441,1987.730399,16,16,False,True
10860,0,17,17.0,59.15818739,845,93,11,5231.867078,1987.736097,5,5,True,False
10861,1,12,10.0,48.25427004,2197,38,75,5763.772968,1190.896139,21,17,False,True
10862,1,17,17.0,103.1266774,1053,0,61,2335.890241,998.5610218,5,5,False,True
10863,1,51,41.0,567.1865884,707,0,30,438.677993,127.2286593,1,0,False,True
10864,0,20,16.0,121.0371251,408,179,94,12470.54552,6781.112858,5,1,False,True
10866,0,10,9.0,30.53388057,1087,164,46,4264.138101,3311.990105,1,1,True,False
10867,1,50,50.0,140.8739326,228,536,0,8373.370932,2298.963019,6,3,False,True
10868,1,0,0.0,261.6936068,2315,277,0,2894.311645,1622.141677,21,21,True,False
10869,1,6,5.0,91.25930432,3364,27,78,2567.967363,92.59722589,12,11,True,False
10870,1,241,147.75,260.7071319,3153,24,20,5744.851649,2296.292604,8,3,False,True
10871,1,53,43.0,193.5500043,136,74,0,4032.255983,1025.844837,28,18,False,True
10872,1,89,75.0,111.9296841,379,0,74,3877.744474,830.8289801,29,21,True,False
10873,1,176,147.75,295.7100831,3132,193,0,2839.649787,388.0589745,0,0,False,True
10874,1,49,39.0,105.4357478,3072,25,0,12213.5108,9460.970844,9,4,True,False
10876,1,125,101.0,227.5523465,3420,62,0,1112.024011,429.3349869,28,21,False,True
10877,1,160,128.0,334.0432699,3056,0,0,7128.584448,3152.684147,13,11,True,False
10878,1,55,45.0,71.82002502,1475,146,54,5003.590456,2672.732273,23,14,False,True
10879,1,4,3.0,135.501983,1612,371,0,4543.026617,1024.021869,7,3,False,True
10880,0,2,2.0,824.4745753,98,4,34,1752.367164,955.3837894,28,22,False,True
10881,1,68,54.0,190.0117096,1157,0,7,4648.770752,3500.388546,16,9,True,False
10882,1,7,7.0,18.13380172,1780,60,16,6055.318363,1093.581908,11,8,True,False
10883,0,159,128.0,248.4139967,485,0,8,794.01944,98.71727355,23,19,False,True
10884,1,260,147.75,376.2543623,815,0,133,4417.278732,2549.379984,16,9,True,False
10885,1,19,17.0,70.74485796,61,206,0,2051.903632,188.140852,22,20,True,False
10886,1,302,147.75,343.7466377,250,67,37,2877.163422,904.4841618,11,11,False,True
10887,1,21,18.0,72.57050368,395,197,0,3362.71929,616.7926751,20,14,False,True
10888,1,134,112.0,155.3307526,817,163,1,492.1240773,253.5301201,30,21,False,True
10889,1,36,30.0,63.7790205,2446,24,0,3186.620484,1151.32438,31,23,False,True
10890,1,68,54.0,394.4360752,1596,22,190,645.0526973,139.2686121,31,26,False,True
10891,1,43,43.0,169.3691751,1228,184,0,3219.263357,1514.51934,26,26,True,False
10892,1,370,147.75,493.09732,1786,47,0,6407.651979,3995.940802,29,24,False,True
10893,1,196,147.75,202.9988323,1188,136,20,977.1361112,655.1047529,7,7,True,False
10894,1,98,79.0,516.5529474,2315,0,2,4136.268954,1358.012998,23,21,False,True
10895,1,4,4.0,4.380068223,2298,194,0,3224.120203,605.1277819,9,5,True,False
10896,0,32,26.0,145.1239448,1952,158,0,7149.312538,4832.008115,6,6,True,False
10897,1,79,65.0,295.415108,1884,0,0,3235.892169,465.0330916,29,27,False,True
10898,1,91,73.0,314.5717573,1321,46,10,3344.133451,1101.914679,20,19,False,True
10899,1,133,107.0,212.2511241,874,425,11,2333.912937,858.7406278,24,16,True,False
10900,1,20,17.0,20.00491605,63,415,69,12703.86931,9699.106417,28,20,True,False
10901,1,139,111.0,217.5970658,1350,58,14,12131.83113,3687.819442,22,18,False,True
10902,1,115,107.0,340.1007399,703,110,33,1742.505794,1239.210018,17,12,False,True
10903,1,173,139.0,207.3171094,162,47,111,3810.913481,2369.065958,13,13,False,True
10904,1,50,40.0,147.0605989,1379,18,0,1923.903227,1278.250462,25,25,False,True
10905,1,28,23.0,60.88629314,3258,77,47,8529.861554,1954.880049,7,3,False,True
10906,0,32,30.0,332.6610293,307,237,62,3714.505182,1962.141648,14,14,False,True
10907,1,157,127.0,345.7788125,3139,7,0,5817.38831,3438.617689,29,23,False,True
10910,1,342,147.75,352.6721171,2051,0,22,5416.735502,4141.408317,7,1,False,True
10911,1,32,32.0,44.1177191,2576,69,0,1006.312678,641.2341208,26,22,False,True
10912,0,44,35.0,134.4090381,1244,139,2,5174.886131,1735.895336,3,0,False,True
10913,1,80,65.0,207.9439171,1225,454,0,3037.943153,2283.895007,26,18,True,False
10914,1,3,3.0,209.0408638,3026,104,68,6450.338921,2690.387725,16,13,False,True
10915,0,121,101.0,154.405117,1845,58,79,4459.368408,2604.548334,16,15,False,True
10916,1,113,109.0,186.2320126,281,1,86,2614.702819,1492.3323,28,27,False,True
10917,1,3,3.0,34.18005417,2554,212,3,1762.986354,735.967031,7,7,False,True
10918,1,72,58.0,167.6890243,194,85,7,4426.328573,1962.319724,17,16,False,True
10919,1,5,5.0,387.8691891,2881,23,9,1738.010925,729.6530477,4,4,False,True
10921,1,98,98.0,162.0537012,2012,0,0,3519.525122,1653.64498,1,0,False,True
10922,1,136,118.0,346.4386771,2099,7,27,1672.0609,1364.087855,3,1,False,True
10923,1,129,105.0,351.6826348,513,123,7,4121.102258,3345.574159,4,4,False,True
10924,1,13,13.0,106.8692781,3398,27,14,2699.700538,1527.784536,19,19,False,True
10925,0,49,41.0,90.62255511,956,59,0,4254.747459,908.2083138,30,26,False,True
10926,1,39,39.0,152.0201921,1073,38,0,5108.900311,585.9276342,8,7,False,True
10927,1,79,65.0,305.3352226,2538,151,0,3361.742652,2345.244215,3,0,True,False
10928,1,60,48.0,348.2028399,1724,339,53,4514.773977,934.5692717,20,12,False,True
10929,1,12,10.0,316.1908083,2088,70,35,3018.718797,773.2798856,23,13,False,True
10930,1,10,10.0,102.9711375,460,152,21,4639.707782,1750.260674,29,20,True,False
10931,1,57,46.0,62.1807394,2124,53,0,1310.216507,859.3355711,10,10,False,True
10932,1,90,73.0,198.7598779,1467,203,0,6933.567928,4611.11935,19,18,True,False
10933,1,192,147.75,199.3588287,1983,75,48,1728.414839,1178.001304,21,19,False,True
10935,1,132,106.0,255.1679052,698,43,7,2255.693779,314.5639117,19,19,True,False
10936,1,22,18.0,87.99337791,625,11,0,8247.860766,907.2300234,8,8,True,False
10937,1,171,139.0,347.1064032,331,4,7,7400.838975,2349.305267,15,12,True,False
10938,1,3,3.0,313.8071303,2269,262,7,1475.004833,370.3301671,18,15,False,True
10939,1,11,9.0,68.48934848,2576,26,32,2277.700243,1169.024014,15,10,False,True
10940,1,353,147.75,495.4307851,67,186,0,8479.090047,2860.161558,21,14,True,False
10941,1,4,4.0,26.89034869,1122,0,36,4771.719543,2305.150349,11,6,True,False
10942,1,419,147.75,614.2898159,499,34,0,3954.393894,2068.877763,15,15,True,False
10943,1,339,147.75,356.5148734,2794,61,0,1291.710809,671.0668405,12,10,False,True
10944,0,94,78.0,108.7457283,1668,45,0,1602.904717,884.9270182,4,2,False,True
10945,1,6,6.0,39.36754602,207,27,0,3106.720141,2407.661313,15,14,True,False
10946,1,61,50.0,67.54799223,2385,0,40,1126.178457,730.9494023,21,17,False,True
10947,1,60,60.0,166.5431386,465,0,22,2263.905376,792.9623008,2,0,True,False
10948,0,108,104.0,370.550417,1202,205,0,5073.184993,1428.213502,25,16,True,False
10949,1,20,18.0,146.3486424,2950,7,66,3535.385846,2496.113277,6,4,False,True
10950,1,62,59.0,95.18254455,212,91,54,4343.506492,1356.279897,1,0,False,True
10951,1,128,116.0,240.725508,2669,17,0,4323.742734,2207.830374,30,25,True,False
10952,1,29,29.0,73.99441789,1470,143,0,1393.799875,1135.133492,19,19,True,False
10953,1,4,4.0,52.05441958,3303,212,69,2166.42216,1610.101806,5,4,True,False
10954,1,26,26.0,277.53896,500,132,26,2958.498501,2408.838428,14,8,True,False
10955,1,180,147.75,197.8725374,63,45,0,2947.974053,1903.225858,2,2,False,True
10956,1,106,85.0,263.2646898,425,317,24,4226.028372,2306.134045,6,3,False,True
10958,1,19,15.0,19.48669574,2156,5,0,1337.466758,990.1752281,3,3,True,False
10959,1,35,29.0,133.9827978,2122,697,0,6255.958024,3496.231327,27,17,False,True
10960,1,39,31.0,87.52611044,108,2,16,7234.271272,518.3893826,12,12,True,False
10961,1,16,16.0,47.48509747,757,428,0,1703.158841,319.4563766,15,14,False,True
10962,1,14,14.0,48.50658608,3161,93,2,1217.743668,467.5235887,26,20,False,True
10963,0,203,147.75,319.1501558,1822,275,28,5312.646788,3129.35229,2,2,True,False
10964,1,71,59.0,79.79705621,1520,203,28,4442.438452,410.1643647,17,17,False,True
10965,1,54,44.0,195.0248682,1571,26,47,2591.456479,1143.223457,3,1,False,True
10966,1,25,25.0,42.27846908,3256,19,0,2517.270802,1962.312713,16,9,False,True
10967,1,43,34.0,617.3685401,1895,45,43,3374.472318,2195.483364,20,15,True,False
10968,0,31,25.0,163.9892293,413,115,0,2487.693055,1134.385448,10,10,True,False
10969,1,13,11.0,40.62324752,60,434,119,745.6204181,522.0605889,29,21,False,True
10970,1,94,94.0,219.3238002,205,90,0,9652.443515,3015.207575,13,11,True,False
10971,1,37,30.0,111.1174704,223,284,0,2715.647761,1483.648307,13,13,False,True
10972,1,92,74.0,332.5715232,1678,32,0,4153.563042,1805.870175,10,6,False,True
10973,1,51,41.0,112.5623739,2275,19,18,6779.258194,3169.329556,5,1,False,True
10974,1,75,61.0,134.8906206,2836,14,0,747.5130245,18.28208247,26,22,False,True
10975,1,109,108.0,264.2946651,197,100,0,3073.800237,1868.982959,24,15,False,True
10976,1,39,32.0,89.43658943,2528,89,30,1054.577831,762.4863984,23,18,True,False
10977,1,33,26.0,121.6414177,1479,129,93,2360.386619,1109.862373,10,3,False,True
10978,1,263,147.75,385.1628564,2990,63,27,6788.216915,1668.766383,21,15,True,False
10979,1,47,40.0,252.39942,2277,0,0,1021.346207,378.5576437,4,0,True,False
10980,1,31,25.0,32.40598442,1004,34,127,3299.372679,1608.187692,4,0,False,True
10981,1,23,21.0,41.00723694,2097,259,14,2231.781176,1537.804197,20,18,True,False
10982,1,136,113.0,204.3519773,3383,113,0,1806.278748,60.80988451,21,17,True,False
10983,1,43,34.0,150.1551213,3478,108,50,3049.31476,752.6190841,31,26,True,False
10984,1,223,147.75,460.4853362,1113,248,0,2545.32868,618.6080465,4,0,False,True
10985,1,15,12.0,61.78370519,2253,185,0,6095.840975,2084.639734,17,14,True,False
10986,1,217,147.75,296.1750576,3186,128,121,3778.937993,2010.369637,28,18,False,True
10987,1,49,44.0,358.2410582,1867,12,48,5366.494644,526.7368613,5,5,False,True
10988,1,17,17.0,36.76047227,2271,29,55,11752.56175,6055.827687,20,18,True,False
10989,1,93,74.0,154.2181517,1940,186,42,1310.969828,549.4559396,7,3,False,True
10990,1,108,88.0,147.3064438,789,8,69,2050.272575,1700.533853,12,12,False,True
10991,0,68,67.0,110.2085961,435,145,42,5531.165721,3821.773943,6,6,True,False
10992,1,148,119.0,221.7733489,1025,585,107,2366.148925,1363.233051,20,20,True,False
10993,1,11,9.0,572.5681013,2017,0,21,8899.91902,3851.223099,14,14,False,True
10995,1,15,12.0,45.18648862,2445,0,76,1713.767462,712.7091537,20,17,False,True
10996,1,99,80.0,249.0583714,3166,223,75,1645.644247,113.120868,4,4,False,True
10998,1,176,147.75,279.4221864,3150,100,0,1035.757452,608.4377495,21,16,True,False
10999,0,44,44.0,183.4350132,1027,140,0,8221.275824,4535.437439,5,5,False,True
11000,1,123,99.0,289.2937029,2598,14,32,2126.244099,843.7569326,11,4,True,False
11001,1,373,147.75,391.1607071,1930,0,58,9806.158621,6832.117468,17,10,False,True
11002,0,7,6.0,40.71743088,1824,135,40,5025.196272,3054.597572,11,5,False,True
11004,1,12,10.0,253.0764126,3335,57,0,3338.725229,2555.654867,16,9,False,True
11005,1,2,2.0,55.28396667,3388,80,0,3720.455382,1257.060493,22,20,True,False
11006,1,81,67.0,95.68219259,118,115,54,2905.198451,747.8869192,30,21,False,True
11007,0,37,31.0,99.66677481,1967,0,0,5718.659673,3058.630741,7,7,True,False
11008,1,151,124.0,203.7796373,2253,184,0,3593.879595,2104.861913,9,8,False,True
11009,1,41,34.0,605.8889782,940,17,66,5856.042255,2342.978102,9,5,False,True
11010,1,129,103.0,170.0175656,2310,114,55,2819.925188,514.7794648,19,17,False,True
11011,0,64,52.0,90.77688319,587,187,0,1202.470629,870.6234816,25,19,False,True
11012,1,63,51.0,172.0640994,1418,79,0,2079.103492,1252.688786,18,18,False,True
11013,1,113,95.0,262.6189335,3189,167,54,2220.549932,1438.969536,4,4,False,True
11014,1,22,18.0,116.7865424,3095,59,25,1192.986038,424.271228,0,0,True,False
11015,1,74,59.0,544.4061422,1396,61,0,2143.413055,1498.001727,30,23,True,False
11016,1,117,94.0,140.5515001,670,55,11,4724.647472,360.9593827,27,19,True,False
11017,1,384,147.75,413.1972929,2342,0,4,1982.999792,1191.406544,15,11,False,True
11018,1,136,109.0,176.461032,2813,11,2,4410.624201,1243.994034,16,13,True,False
11020,1,151,122.0,283.4827805,448,302,6,9431.733649,6795.224335,17,9,True,False
11021,0,47,40.0,144.1817106,36,353,0,10763.55154,4617.148571,18,17,True,False
11022,1,174,140.0,234.3446013,1820,122,51,3734.205356,1846.269185,5,0,False,True
11023,1,78,62.0,131.9663152,1206,40,7,770.2640374,568.2338589,29,28,False,True
11024,1,33,30.0,149.0623543,3084,42,0,8125.770512,4571.034762,1,0,False,True
11025,0,298,147.75,300.6398741,658,8,3,8429.944864,2505.154679,2,0,True,False
11026,1,49,40.0,164.2069698,1703,0,28,2442.859666,1996.163974,12,10,False,True
11027,1,70,58.0,97.85282201,697,401,41,5429.487599,3008.66833,24,24,False,True
11028,1,95,77.0,155.4993639,2838,74,38,2318.20607,1867.479661,12,8,True,False
11029,1,102,86.0,119.9400537,2362,89,7,8712.217649,1845.087235,13,12,False,True
11030,1,60,55.0,190.4559761,648,156,76,3927.932909,797.8568183,9,6,False,True
11031,1,124,100.0,176.347966,678,71,0,596.7584083,330.4361338,1,1,False,True
11032,1,173,140.0,288.0398557,1918,1,10,3316.421699,708.348399,22,22,False,True
11033,1,2,2.0,4.291831819,2433,61,46,3520.96592,2793.382705,22,18,True,False
11034,1,39,38.0,114.4949479,1122,24,36,6027.845806,3332.780865,5,5,False,True
11035,1,147,133.0,174.8054442,540,0,4,4888.432088,2014.472766,30,29,False,True
11036,1,59,48.0,229.4905692,964,11,172,3263.276231,1026.592325,5,5,False,True
11037,1,36,31.0,75.32443684,344,5,0,845.4392748,480.7134833,30,23,True,False
11038,1,28,22.0,56.1318371,2173,136,54,3276.008078,2489.352712,17,10,True,False
11039,0,70,58.0,121.7063834,68,247,35,4075.322785,3315.941896,16,11,False,True
11040,1,19,16.0,41.48599222,317,49,0,3602.528136,2148.219479,22,22,True,False
11041,1,30,25.0,219.2383573,1951,98,0,2129.247912,948.5874074,9,9,False,True
11042,1,187,147.75,282.8484945,2924,164,68,4306.721973,3036.300397,29,19,False,True
11043,1,38,38.0,85.53858513,163,230,62,2480.661426,887.8757335,19,17,False,True
11044,1,133,107.0,291.3085794,2344,95,337,2806.443859,616.8804928,9,7,True,False
11045,0,23,19.0,38.63184498,1017,180,1,1883.216832,1429.676883,6,4,True,False
11046,0,23,18.0,107.1540728,2193,53,0,6962.651816,5738.723623,24,14,True,False
11047,1,69,65.0,121.2568162,2564,0,104,3379.54352,1784.983457,9,9,True,False
11048,1,35,28.0,55.64253427,999,271,19,8007.968515,5564.858761,29,20,False,True
11049,1,24,20.0,138.5150823,2881,290,41,4744.38371,2231.337137,8,3,True,False
11050,1,104,84.0,295.1513808,628,315,86,4900.541801,3365.387279,14,7,False,True
11051,1,109,94.0,246.7577295,2961,43,23,2838.463525,300.0173476,29,26,False,True
11052,1,2,2.0,29.89863554,407,0,122,5466.958163,2986.207121,15,15,False,True
11053,1,3,3.0,51.08308177,1836,193,0,3652.480781,2400.006039,27,21,False,True
11054,1,168,134.0,196.0953644,443,100,64,5775.85759,3117.519167,10,10,False,True
11055,1,155,124.0,206.3188008,1723,0,27,5449.032328,4096.858862,18,18,True,False
11056,0,16,13.0,71.09312299,2370,69,23,2285.545036,1263.513139,23,18,False,True
11057,1,8,7.0,80.23545395,3448,87,41,13306.89693,7337.654873,26,25,False,True
